alias,canonical_role_id,canonical_role,evidence_count
培训讲师,backend-engineer,后端工程师,9
外访催收专员,backend-engineer,后端工程师,9
实施工程师,backend-engineer,后端工程师,9
审计主管,backend-engineer,后端工程师,9
客服文员,backend-engineer,后端工程师,9
市场业务员,backend-engineer,后端工程师,9
市场人员市场推广专员,backend-engineer,后端工程师,9
市场拓展,backend-engineer,后端工程师,9
市场推广,backend-engineer,后端工程师,9
市场调查员,backend-engineer,后端工程师,9
幼教老师,backend-engineer,后端工程师,9
开票员,backend-engineer,后端工程师,9
房地产置业顾问,backend-engineer,后端工程师,9
技术支持工程师,backend-engineer,后端工程师,9
报关员,backend-engineer,后端工程师,9
教务管理,backend-engineer,后端工程师,9
教学主管,backend-engineer,后端工程师,9
文案,backend-engineer,后端工程师,9
标专员,backend-engineer,后端工程师,9
案场主管,backend-engineer,后端工程师,9
水电工,backend-engineer,后端工程师,9
汽车维修工,backend-engineer,后端工程师,9
物理老师,backend-engineer,后端工程师,9
环保专员,backend-engineer,后端工程师,9
环保工程师,backend-engineer,后端工程师,9
生产文员,backend-engineer,后端工程师,9
生顾问,backend-engineer,后端工程师,9
电力销售代表,backend-engineer,后端工程师,9
省区销售经理,backend-engineer,后端工程师,9
研发技术员,backend-engineer,后端工程师,9
综合维修工,backend-engineer,后端工程师,9
编辑,backend-engineer,后端工程师,9
网络推广,backend-engineer,后端工程师,9
职业经理人,backend-engineer,后端工程师,9
聘出国工作电工普工客服文员,backend-engineer,后端工程师,9
茶艺师,backend-engineer,后端工程师,9
著名外企网络销售专员,backend-engineer,后端工程师,9
融资专员,backend-engineer,后端工程师,9
行政专员/助理,backend-engineer,后端工程师,9
行政文秘,backend-engineer,后端工程师,9
设备管理,backend-engineer,后端工程师,9
试验员,backend-engineer,后端工程师,9
语文教师,backend-engineer,后端工程师,9
课程顾问,backend-engineer,后端工程师,9
财税顾问,backend-engineer,后端工程师,9
造价员,backend-engineer,后端工程师,9
采矿工程师,backend-engineer,后端工程师,9
采购专员主管,backend-engineer,后端工程师,9
钢琴老师,backend-engineer,后端工程师,9
银行渠道经理,backend-engineer,后端工程师,9
销售主任,backend-engineer,后端工程师,9
销售部经理,backend-engineer,后端工程师,9
面点师,backend-engineer,后端工程师,9
项目总监,backend-engineer,后端工程师,9
项目管理,backend-engineer,后端工程师,9
质量主管,testing-engineer,测试工程师,9
渠道销售专员,role-渠道销售专员,渠道销售专员,9
工艺设计工程师,designer,设计师,9
电气设计工程师,designer,设计师,9
软装设计师,designer,设计师,9
数字能源业务拓展代表,operations-specialist,运营,9
新媒体运营经理,operations-specialist,运营,9
自媒体运营,operations-specialist,运营,9
运营管理,operations-specialist,运营,9
java工程师,java-backend-engineer,Java 后端工程师,8
技术支持运维工程师,cloud-sre-engineer,云原生 SRE 工程师,8
网络运维工程师,cloud-sre-engineer,云原生 SRE 工程师,8
运维专员,cloud-sre-engineer,云原生 SRE 工程师,8
风电运维工程师,cloud-sre-engineer,云原生 SRE 工程师,8
"(10000元以上高薪)口腔医生,正畸医生",backend-engineer,后端工程师,8
"(急招)实习/进修,口腔医生",backend-engineer,后端工程师,8
(急招)导医/行政/网络/宣传,backend-engineer,后端工程师,8
(急招)市场专员,backend-engineer,后端工程师,8
(急招)药剂师,backend-engineer,后端工程师,8
(急招)药工/药士/营业员/收银,backend-engineer,后端工程师,8
(直聘)口腔医生,backend-engineer,后端工程师,8
"(诚招)护士,口腔护士",backend-engineer,后端工程师,8
(高薪10000元以上)口腔执业医师,backend-engineer,后端工程师,8
(高薪30000元以上)口腔医生,backend-engineer,后端工程师,8
[放心投]口腔医生,backend-engineer,后端工程师,8
[放心投]口腔护士,backend-engineer,后端工程师,8
[诚招]口腔护士,backend-engineer,后端工程师,8
"[诚招]护士,口腔护士",backend-engineer,后端工程师,8
「YYDS」招人啦!内科全科医生,backend-engineer,后端工程师,8
"「YYDS」招人啦!护士,口腔护士",backend-engineer,后端工程师,8
【急聘】口腔医生,backend-engineer,后端工程师,8
【招贤纳士】口腔医生,backend-engineer,后端工程师,8
【直聘】口腔助理医生,backend-engineer,后端工程师,8
业务内勤,backend-engineer,后端工程师,8
业务拓展,backend-engineer,后端工程师,8
中地理教师,backend-engineer,后端工程师,8
人力专员,backend-engineer,后端工程师,8
人力行政专员,backend-engineer,后端工程师,8
仓管,backend-engineer,后端工程师,8
仪表工,backend-engineer,后端工程师,8
会计专员,backend-engineer,后端工程师,8
保安队长,backend-engineer,后端工程师,8
出纳文员,backend-engineer,后端工程师,8
出纳财务,backend-engineer,后端工程师,8
分公司总经理,backend-engineer,后端工程师,8
初中化学教师,backend-engineer,后端工程师,8
前厅主管,backend-engineer,后端工程师,8
区域督导,backend-engineer,后端工程师,8
区域营销经理,backend-engineer,后端工程师,8
医学信息沟通专员,backend-engineer,后端工程师,8
医药代表销售,backend-engineer,后端工程师,8
医药信息顾问,backend-engineer,后端工程师,8
单证员,backend-engineer,后端工程师,8
叉车工人,backend-engineer,后端工程师,8
各省销售经理,backend-engineer,后端工程师,8
后勤主管,backend-engineer,后端工程师,8
售前技术支持,backend-engineer,后端工程师,8
商管员,backend-engineer,后端工程师,8
国网络销售代表,backend-engineer,后端工程师,8
地区商经理,backend-engineer,后端工程师,8
地区销售经理,backend-engineer,后端工程师,8
地质工程师,backend-engineer,后端工程师,8
基层业务经理,backend-engineer,后端工程师,8
学术专员,backend-engineer,后端工程师,8
嵌式软件工程师,backend-engineer,后端工程师,8
工程技术人员,backend-engineer,后端工程师,8
工程造价,backend-engineer,后端工程师,8
工艺主管,backend-engineer,后端工程师,8
市场开发经理,backend-engineer,后端工程师,8
市场拓展专员,backend-engineer,后端工程师,8
市场片区经理,backend-engineer,后端工程师,8
市场营销专员,backend-engineer,后端工程师,8
幼教,backend-engineer,后端工程师,8
库房管理员,backend-engineer,后端工程师,8
店经理,backend-engineer,后端工程师,8
店面销售,backend-engineer,后端工程师,8
建筑总经理,backend-engineer,后端工程师,8
成本经理,backend-engineer,后端工程师,8
技术总监,backend-engineer,后端工程师,8
投资经理,backend-engineer,后端工程师,8
投资顾问,backend-engineer,后端工程师,8
折弯工,backend-engineer,后端工程师,8
拓展专员,backend-engineer,后端工程师,8
推广经理,backend-engineer,后端工程师,8
摄像师,backend-engineer,后端工程师,8
收银,backend-engineer,后端工程师,8
新媒体编辑,backend-engineer,后端工程师,8
施工技术员,backend-engineer,后端工程师,8
无人机维修,backend-engineer,后端工程师,8
月十销售总监销售经理,backend-engineer,后端工程师,8
杂工,backend-engineer,后端工程师,8
核算员,backend-engineer,后端工程师,8
法律顾问,backend-engineer,后端工程师,8
洗车工,backend-engineer,后端工程师,8
液压工程师,backend-engineer,后端工程师,8
焊工电工包,backend-engineer,后端工程师,8
珠宝店长,backend-engineer,后端工程师,8
生产工艺员,backend-engineer,后端工程师,8
电工及焊工,backend-engineer,后端工程师,8
省级经理,backend-engineer,后端工程师,8
策划文案,backend-engineer,后端工程师,8
续保专员,backend-engineer,后端工程师,8
维修电工,backend-engineer,后端工程师,8
综合管理员,backend-engineer,后端工程师,8
网络营销,backend-engineer,后端工程师,8
美术老师,backend-engineer,后端工程师,8
舞蹈老师,backend-engineer,后端工程师,8
药师,backend-engineer,后端工程师,8
营业员导购,backend-engineer,后端工程师,8
营运主管,backend-engineer,后端工程师,8
行政内勤,backend-engineer,后端工程师,8
装配电工,backend-engineer,后端工程师,8
装配钳工,backend-engineer,后端工程师,8
证券经纪人,backend-engineer,后端工程师,8
质检,backend-engineer,后端工程师,8
资料员,backend-engineer,后端工程师,8
车销代表,backend-engineer,后端工程师,8
车间主管,backend-engineer,后端工程师,8
车险分期经理,backend-engineer,后端工程师,8
软件开发,backend-engineer,后端工程师,8
配送员包月,backend-engineer,后端工程师,8
采购总监,backend-engineer,后端工程师,8
采购文员,backend-engineer,后端工程师,8
铆工,backend-engineer,后端工程师,8
销售专员销售代表,backend-engineer,后端工程师,8
销售主管经理,backend-engineer,后端工程师,8
销售代表业务员,backend-engineer,后端工程师,8
销售助理,backend-engineer,后端工程师,8
销售区域经理,backend-engineer,后端工程师,8
销售医药代表,backend-engineer,后端工程师,8
销售培训师,backend-engineer,后端工程师,8
项目会计,backend-engineer,后端工程师,8
项目实施工程师,backend-engineer,后端工程师,8
食堂厨师,backend-engineer,后端工程师,8
餐厅服务员,backend-engineer,后端工程师,8
餐厅领班,backend-engineer,后端工程师,8
财经专员（应付、应收）,security-engineer,安全工程师,8
数字能源解决方案销售代表,role-数字能源解决方案销售代表,数字能源解决方案销售代表,8
数据分析师,role-数据分析师,数据分析师,8
软件测试工程师,testing-engineer,测试工程师,8
美工设计师,designer,设计师,8
装修设计师,designer,设计师,8
设计工程师,designer,设计师,8
设计总监,designer,设计师,8
内容运营,operations-specialist,运营,8
拓展运营经理,operations-specialist,运营,8
新媒体运营专员,operations-specialist,运营,8
运营主管专员,operations-specialist,运营,8
Java开发工程师,java-backend-engineer,Java 后端工程师,7
产品运营,product-manager,产品经理,7
"(10000元以上高薪)口腔医生,正畸医生,种植医生",backend-engineer,后端工程师,7
(10000元以上高薪)正畸医生,backend-engineer,后端工程师,7
(急招)护士/护理,backend-engineer,后端工程师,7
(急招)洁牙师,backend-engineer,后端工程师,7
(急招)理疗师,backend-engineer,后端工程师,7
(高薪10000元以上)中西医结合,backend-engineer,后端工程师,7
.net开发工程师,backend-engineer,后端工程师,7
FPGA工程师,backend-engineer,后端工程师,7
IE工程师,backend-engineer,后端工程师,7
[待遇优]全科医生,backend-engineer,后端工程师,7
[招贤纳士]口腔助理医生,backend-engineer,后端工程师,7
"[放心投]护士,口腔护士",backend-engineer,后端工程师,7
app推广,backend-engineer,后端工程师,7
"【不要错过】护士,口腔护士",backend-engineer,后端工程师,7
【待遇优】内科全科医生,backend-engineer,后端工程师,7
【急招】口腔助理医生,backend-engineer,后端工程师,7
【急聘】内科全科医生,backend-engineer,后端工程师,7
【福利好】口腔助理医生,backend-engineer,后端工程师,7
